date,frequency,equities_and_liabilities,total_equities,deposits_under_the_new_investment_fund,special_account,domestic_banks_deposits_others,residents_bank_negara_malaysia,residents_commercial_banks,residents_islamic_banks,residents_investment_banks,residents_other_banking_institutions,non_residents,investment_account_of_customers,investment_account_due_to_designated_financial_institutions,acceptances_payable,residents,bills_payable_non_residents,other_liabilities,bank_domestic_banks_total_equities_and_liabilities,bank_foreign_banks_total_equities,total_deposits_under_the_new_investment_fund,total_deposits_special_account,foreign_banks_deposits_others,amount_due_to_designated_financial_institutions_residents_bank_negara_malaysia,amount_due_to_designated_financial_institutions_residents_commercial_banks,amount_due_to_designated_financial_institutions_residents_islamic_banks,amount_due_to_designated_financial_institutions_residents_investment_banks,amount_due_to_designated_financial_institutions_residents_other_banking_institutions,amount_due_to_designated_financial_institutions_non_residents,total_investment_account_investment_account_of_customers,total_investment_account_investment_account_due_to_designated_financial_institutions,total_investment_account_acceptances_payable,bills_payable_residents,total_liabilities_bills_payable_non_residents,bills_payable_other_liabilities,bank_foreign_banks_total_equities_and_liabilities,rm_million_total_equities_and_liabilities
2025-02-01,Monthly,Bank Perdagangan/Commercial Banks,242451.953529,24339.321234000003,0.435732,1237348.92033,2586.95,33019.848169,23899.749569,3363.1902,829.64,97770.125911,0.0,0.0,39.031165,1429.992164,0.025416,204291.91429099976,1871371.09771,69329.094375,3331.2183330000003,0.0,416178.12287699996,15.639532,5513.15812,483.348733,58.462033,19.5,45000.849745,0.0,0.0,0.0,527.076634,2.049745,46102.376891000036,586560.897018,2457931.994728
2025-03-01,Monthly,Bank Perdagangan/Commercial Banks,244434.521998,24131.438275,2.070644,1250585.333865,81.433818,35682.271514,15280.94711,3775.830533,484.6,93056.743093,0.0,0.0,56.871983,1468.355551,0.000706,197563.8765739999,1866604.295664,69597.248054,3372.002501,0.0,416173.047071,26.404047,7043.24608,437.721859,8.750739,0.0,51706.356798,0.0,0.0,0.0,415.773519,4.333461,45070.58201499999,593855.466144,2460459.761808
2025-04-01,Monthly,Bank Perdagangan/Commercial Banks,247083.38606,24028.997643,1.126091,1254160.6893830001,1941.462,33219.052755,19624.72436,4261.812968,683.4,82819.849912,0.0,0.0,53.221764,1631.926369,0.000706,202679.67700699996,1872189.327018,69671.614013,3444.1424429999997,0.0,416834.032453,19.940608,7185.856957,539.395807,72.083009,0.0,47214.13122,0.0,0.0,0.0,585.558499,5.097134,54788.09452899994,600359.946672,2472549.27369
2025-05-01,Monthly,Bank Perdagangan/Commercial Banks,248788.933114,23973.909098999997,0.874303,1237534.293656,4043.413,34989.436437,22078.753506,5082.832571,682.033205,79952.133714,0.0,0.0,36.034053,1623.862791,0.000336,209133.07616199987,1867919.585947,69916.558496,3227.710665,0.0,415973.38396899996,20.271741,6444.613188,436.118852,106.591141,0.0,41680.077219,0.0,0.0,0.0,506.950963,1.707413,58456.00605799996,596769.989705,2464689.575652
2025-06-01,Monthly,Bank Perdagangan/Commercial Banks,251496.493854,24402.956126999998,0.625787,1233836.27014,4633.333,30838.364244,25072.552151,6102.16137,795.39,82984.50813,0.0,0.0,100.331655,1795.638936,0.000336,214169.7364550001,1876228.362185,69127.371453,3348.466923,0.0,417776.832069,467.951033,6732.099041,423.710689,105.692238,80.0,45179.860349,0.0,0.0,0.0,570.134393,5.486038,58207.43076900005,602025.034995,2478253.39718
2025-07-01,Monthly,Bank Perdagangan/Commercial Banks,253757.40702,24314.789933,0.106641,1226213.499459,2560.386,38067.071331,24185.59387,7183.423481,650.0,85826.936389,0.0,0.0,33.96982,1533.585512,0.000836,206087.62260800012,1870414.3929,69938.084154,3402.45528,0.0,420217.59779800003,24.985622,4514.629895,498.135727,9.082751,80.0,45235.944792,0.0,0.0,0.0,630.63094,4.665388,52096.3495519999,596652.561899,2467066.954799
2025-08-01,Monthly,Bank Perdagangan/Commercial Banks,249077.092884,24266.915371000003,0.48271,1231346.562698,1056.366,40357.093026,25996.218306,7155.518352,490.012534,84229.173662,0.0,0.0,66.669043,1599.842879,0.006088,221457.87436100008,1887099.827914,69418.218321,3371.887436,0.0,418470.748747,15.065015,8336.404838,345.918867,278.00811,80.0,46078.197165,0.0,0.0,0.0,1047.014114,4.084868,51560.82871299997,599006.376194,2486106.204108
2025-09-01,Monthly,Bank Perdagangan/Commercial Banks,248503.284313,24658.035187999998,0.21311,1241123.6030610001,0.0,38390.69821,23397.965663,6074.755542,633.847877,89640.951947,0.0,0.0,60.372255,1721.981644,0.006458,214375.5330079999,1888581.248276,69106.707542,3399.6952250000004,0.0,430821.999321,863.215667,7615.688517,339.750546,80.09316,80.0,51849.38091,0.0,0.0,0.0,628.938366,16.348159,46863.184177999974,611665.001591,2500246.2498669997
2025-10-01,Monthly,Bank Perdagangan/Commercial Banks,249468.251018,24894.759685,0.785908,1240324.362219,0.0,33468.419274,22540.198748,5866.371473,789.44,87891.722329,0.0,0.0,32.687378,1603.816344,0.410285,213042.9238499999,1879924.148511,70113.214926,3331.817686,0.0,422016.276661,20.565331,6432.969504,608.060675,11.776068,80.0,52876.483831,0.0,0.0,0.0,531.357378,4.07615,47676.34549399998,603702.943704,2483627.0922149997
2025-11-01,Monthly,Bank Perdagangan/Commercial Banks,250915.3582,24908.947895999998,1.151238,1244829.252423,0.0,32097.031308,22043.19302,5631.564091,181.0,86844.724302,0.0,0.0,120.94291,2109.991711,1.200366,225965.78546400007,1895650.142929,70731.070771,3344.299946,0.0,421106.27299800003,16.155387,4727.897737,445.285817,56.99985,80.0,54897.784498,0.0,0.0,0.0,696.125582,12.202235,51636.50881699996,607750.603638,2503400.746567
2025-12-01,Monthly,Bank Perdagangan/Commercial Banks,253166.905936,25181.343389,0.330531,1257321.536419,0.153274,33194.083687,20985.625708,5578.111136,538.82,81575.347043,0.0,0.0,56.035956,1840.172573,0.00037,224462.1403030002,1903900.606325,71079.154708,3195.420705,0.0,432092.764446,39.651126,5561.075623,444.9597,53.324959,80.0,51169.546306,0.0,0.0,0.0,773.095607,13.249162,52560.74467699993,617062.987019,2520963.593344
2026-01-01,Monthly,Bank Perdagangan/Commercial Banks,257076.012095,24903.149463,0.663191,1250337.536057,993.221676,32680.306029,21554.116689,4306.826049,628.11,82318.960297,0.0,0.0,74.972217,1993.666292,0.145248,240739.2658770001,1917606.95118,71825.742645,3177.199846,0.0,420155.862631,1017.225706,5762.289707,436.975602,181.9422,80.0,49074.133198,0.0,0.0,0.0,645.635666,13.197347,66207.04241100006,618577.246959,2536184.198139
2026-02-01,Monthly,Bank Perdagangan/Commercial Banks,251240.906066,24864.088813,0.68223,1254397.1167350002,972.129588,29298.609009,25620.270928,2616.326941,825.62,79723.190476,0.0,0.0,57.339727,1896.858005,0.60074,250069.08298399992,1921582.822242,72503.565934,3215.035472,0.0,425573.12084,29.652996,8265.840449,423.713896,182.237615,80.0,49055.927949,0.0,0.0,0.0,604.870656,7.554094,66657.30080800003,626598.820709,2548181.642951
2026-03-01,Monthly,Bank Perdagangan/Commercial Banks,249699.606546,24985.167126,0.560201,1285872.489882,0.0,32031.451132,21679.393587,5166.172359,388.374452,85124.86428,0.0,0.0,50.390113,2002.930209,8e-05,233725.83378000025,1940727.233747,72074.108456,3144.1089309999998,0.0,445447.572802,30.654412,6338.723456,426.524341,85.533075,80.0,50605.100597,0.0,0.0,0.0,492.674186,10.692251,55030.29716599998,633765.989673,2574493.22342
2026-04-01,Monthly,Bank Perdagangan/Commercial Banks,251450.607073,25670.249084000003,1.116209,1279582.8136019998,0.0,36801.891357,13227.550125,5976.817736,711.138014,90220.406609,0.0,0.0,50.929872,1656.603067,0.057641,239387.2942560001,1944737.474645,71726.497069,3231.564433,0.0,434824.219047,16.378883,8086.942725,429.113944,184.032873,80.0,51323.481798,0.0,0.0,0.0,650.788733,6.820631,53467.0684199999,624026.908556,2568764.383201
